pos_score,neu_score,neg_score,value
30,4480,0,1
30,3620,20,0
0,2120,30,-1
0,1460,0,0
60,2200,0,0
0,60,0,-1
0,120,0,0
120,620,0,0
30,160,0,1
30,240,0,1
0,240,0,-1
30,1000,20,0
0,280,0,0
480,2380,70,-1
30,260,0,1
30,280,0,0
0,2280,0,1
0,8460,20,1
120,620,0,0
60,2520,20,0
0,1360,0,1
240,9680,0,-1
0,120,0,0
1260,1040,70,1
30,480,0,0
30,140,0,-1
0,60,0,0
0,1000,0,1
0,140,0,0
90,1200,30,1
90,800,0,0
0,480,0,-1
0,5700,40,-1
270,7480,40,0
120,400,0,1
0,120,0,0
0,140,0,-1
30,2200,0,-1
0,3920,0,-1
30,8400,40,1
0,0,0,0
0,180,0,0
0,80,0,0
60,1260,30,1
450,780,90,-1
90,240,0,1
30,240,0,0
330,3820,50,1
1920,17080,20,1
450,2540,90,1
30,3400,20,0
60,680,20,0
0,240,0,-1
0,240,0,-1
2400,14680,10,-1
150,5740,40,1
0,160,0,1
30,1580,10,0
60,640,20,0
0,3760,0,0
0,1080,0,-1
90,2640,0,0
0,100,0,0
30,3380,0,-1
0,1940,0,0
30,1280,30,1
30,40,0,0
0,3760,60,0
0,1740,0,1
0,460,0,0
0,4240,0,1
0,160,0,0
0,20,0,1
0,400,0,0
0,3360,0,0
0,5320,0,0
390,3060,70,0
0,580,0,1
60,2460,0,1
0,180,0,0
0,420,0,0
0,340,20,1
60,180,0,1
0,480,0,0
330,1320,40,0
0,680,10,-1
60,580,0,1
0,220,0,0
1800,7240,0,-1
0,820,0,0
30,880,0,0
1980,5980,10,-1
0,280,10,-1
210,4380,0,-1
120,3020,0,1
30,160,0,1
0,11140,10,0
30,1520,0,-1
0,4240,0,0
0,6440,0,0
150,4580,110,1
60,600,20,-1
0,220,0,-1
30,200,0,0
0,100,0,0
0,0,0,0
30,520,10,0
0,1340,0,1
90,760,10,-1
1800,4920,0,1
0,40,0,0
0,160,0,0
60,140,0,1
30,620,20,0
150,9700,40,-1
30,40,0,-1
0,40,0,0
0,200,0,-1
0,1340,10,1
0,1040,40,1
30,200,0,1
60,7880,20,1
30,3620,0,0
30,240,0,-1
60,120,10,0
180,660,0,0
30,4480,20,0
0,220,10,1
0,1440,0,0
90,160,0,1
90,6960,10,1
90,3180,20,-1
60,260,0,1
1380,8000,110,0
0,240,0,0
30,40,0,1
0,120,0,-1
60,1120,0,-1
60,4220,0,0
0,480,0,-1
0,0,0,0
0,180,10,1
0,1760,10,0
60,5280,30,0
0,1940,0,0
30,560,0,1
330,3360,100,-1
30,260,0,0
30,2720,20,0
0,1100,0,0
0,220,0,1
30,160,0,1
0,700,0,1
0,280,0,1
0,40,10,1
60,240,0,-1
0,80,0,0
30,20,10,1
30,240,0,0
0,180,0,0
60,100,0,1
60,1440,90,1
0,80,0,0
30,320,0,1
0,120,0,0
120,2220,140,0
0,880,0,-1
0,3980,0,1
30,260,0,1
180,480,40,1
0,1920,0,1
0,100,0,1
0,40,10,0
0,160,0,1
30,100,0,1
180,1700,0,1
150,3040,0,1
0,20,0,0
0,60,0,1
1890,5560,40,1
90,5380,20,0
30,260,0,1
30,780,0,-1
0,140,0,1
300,1700,30,-1
90,3820,40,0
0,3800,0,0
30,100,0,1
0,20,0,0
0,300,0,-1
120,4780,40,0
0,640,0,-1
270,2720,20,1
30,1380,30,1
30,100,0,1
0,1040,0,0
0,100,0,1
30,4320,0,0
90,520,0,0
0,240,0,1
0,0,0,0
60,1380,10,1
0,1160,0,-1
30,1500,10,-1
90,1140,70,-1
0,1120,0,1
210,8460,0,-1
30,1720,20,0
60,260,10,1
90,1720,20,-1
0,20,0,0
0,2280,0,0
30,220,0,0
0,180,0,0
30,180,0,1
0,80,0,-1
0,100,10,1
0,80,0,0
1830,6720,0,-1
0,1840,0,-1
120,680,0,0
150,6020,30,-1
0,240,0,1
30,400,30,-1
0,0,0,-1
30,300,30,-1
0,80,0,0
90,2880,0,1
0,20,0,1
0,1240,0,-1
0,2980,10,-1
510,16920,120,1
0,280,10,0
30,740,20,0
30,200,0,0
0,180,0,0
0,0,0,-1
0,20,0,1
30,8900,90,-1
60,2440,10,-1
2190,10920,90,-1
0,80,0,0
30,160,0,1
240,2260,30,1
0,0,0,-1
60,5460,0,1
30,1580,0,-1
30,3540,0,0
0,320,0,1
30,400,0,0
30,640,30,0
240,6020,90,0
2220,5920,70,0
0,40,0,0
0,2500,10,-1
0,200,10,-1
0,40,0,0
0,200,0,0
0,120,10,1
60,1900,30,0
120,2020,0,0
0,400,0,-1
30,200,0,-1
0,740,0,1
150,8280,0,1
0,40,0,0
30,260,0,0
30,160,0,1
60,100,0,0
30,3200,0,1
30,9240,0,-1
0,160,0,1
240,900,10,1
90,3920,40,1
0,240,0,-1
0,140,0,1
30,700,20,-1
150,1240,0,-1
0,20,0,0
120,5920,0,-1
120,380,0,1
90,2580,10,-1
0,160,0,-1
150,3920,20,1
0,20,0,1
0,0,0,0
0,20,0,0
120,340,0,0
60,860,30,0
450,1220,90,-1
0,240,0,1
60,500,0,-1
0,340,0,1
30,140,0,1
0,3040,0,-1
0,280,0,0
0,80,0,1
0,260,0,0
0,1140,0,0
0,140,0,1
0,80,0,0
0,200,0,0
30,260,0,1
150,7060,30,0
30,660,0,-1
120,1160,200,0
0,1900,0,1
60,0,0,1
30,3940,60,0
210,18420,70,0
0,0,0,0
0,2160,10,0
0,140,0,0
90,120,0,1
180,12560,60,0
60,3180,10,-1
1260,12020,70,-1
0,200,0,0
0,220,20,-1
0,140,0,0
0,2140,10,-1
90,160,0,1
30,140,0,1
0,280,0,0
240,2700,30,-1
30,6120,0,0
0,180,0,0
0,1640,10,-1
0,80,0,0
0,80,0,0
0,20,0,0
30,20,0,1
0,200,0,0
0,0,0,0
0,40,0,-1
0,140,0,-1
30,500,0,0
30,240,0,0
2040,9740,90,0
0,1540,0,1
90,4780,40,0
0,80,0,0
0,80,0,0
90,440,0,0
0,140,0,0
0,260,0,0
210,2680,0,0
150,5700,50,1
90,4440,50,0
0,40,0,0
30,140,20,0
1980,11140,20,-1
60,220,0,-1
30,220,0,1
0,3880,0,-1
0,6060,0,0
1830,5520,0,0
0,3300,0,0
30,40,0,0
60,5080,0,1
30,1380,0,1
30,220,0,1
270,6160,20,1
0,340,20,-1
0,2580,0,0
0,120,0,0
390,7180,110,0
0,120,0,0
0,0,0,0
0,4840,0,0
0,1200,0,0
60,3900,0,0
0,300,0,0
0,1000,10,1
60,120,10,0
0,200,0,1
1830,5220,30,0
30,1800,0,0
0,680,0,1
4080,15300,140,0
0,260,0,0
0,140,0,0
0,160,0,0
30,200,0,1
0,180,0,0
1920,8300,70,1
120,400,0,1
0,0,0,-1
30,6260,0,1
150,600,0,1
0,1220,0,-1
0,180,0,-1
0,240,0,1
60,180,20,-1
0,100,0,0
30,4060,0,0
0,2780,0,0
0,0,0,0
30,5380,70,0
0,200,10,0
30,7560,0,-1
30,0,0,0
30,4620,0,1
30,5600,0,0
1950,5060,20,1
0,40,0,-1
30,140,10,0
0,60,0,1
270,7520,50,1
0,5880,0,0
30,4220,20,0
0,1240,20,0
60,100,10,0
90,5440,0,1
0,200,0,0
0,0,0,0
210,2120,20,0
0,0,0,1
0,120,10,1
0,140,10,0
30,80,0,0
60,500,10,-1
30,460,20,0
30,160,10,-1
180,19840,990,-1
30,200,0,1
60,1580,0,0
30,220,0,0
30,780,20,-1
0,100,0,0
0,1100,0,0
0,380,0,1
30,160,0,-1
60,100,10,1
150,3120,40,0
0,280,0,0
60,3380,0,1
0,240,0,0
0,200,0,0
90,620,0,0
0,20,0,0
0,20,0,0
90,1040,80,0
30,420,0,0
0,20,0,0
0,200,0,0
0,1800,0,0
1830,12640,0,-1
0,40,0,1
0,180,10,0
30,140,0,0
0,460,0,0
30,380,0,0
0,100,0,0
30,160,10,-1
90,4820,10,-1
60,620,20,0
0,0,0,0
30,2000,30,1
30,0,0,1
30,560,0,-1
120,8220,30,-1
60,100,0,1
0,300,0,0
60,1480,0,0
0,40,0,1
90,7480,20,1
0,220,10,-1
0,5020,0,0
120,1700,20,0
0,180,0,1
0,300,0,1
30,340,20,0
0,0,0,1
30,280,20,-1
0,220,0,-1
60,1300,60,1
0,1360,20,0
0,0,0,0
1950,6420,0,1
30,740,10,0
30,5140,20,0
210,1520,70,-1
2220,7460,80,1
0,6620,0,-1
60,160,0,1
0,1340,0,-1
0,160,0,0
30,300,10,0
0,0,0,-1
30,6220,30,0
90,220,0,1
30,1260,0,0
30,380,20,0
0,280,0,1
0,0,0,0
180,380,30,0
30,3240,60,0
0,0,0,0
0,40,0,1
30,240,20,0
30,220,0,1
0,40,0,-1
0,60,0,-1
30,20,0,1
0,10240,0,0
0,80,0,0
0,180,10,-1
0,1060,0,0
0,360,0,1
0,480,0,0
60,460,20,1
30,280,0,0
90,560,30,0
60,1420,20,0
30,40,20,0
0,140,0,0
0,180,10,-1
120,3520,270,-1
30,4200,0,-1
270,5820,120,1
0,180,0,-1
0,320,0,-1
0,100,0,1
60,180,10,-1
0,360,10,-1
0,1180,0,1
30,0,0,1
30,1080,30,-1
0,3600,0,0
0,100,0,0
60,2040,40,1
0,0,0,1
150,10780,0,0
60,380,0,1
2040,13320,30,0
240,12780,150,0
0,0,0,0
30,0,0,1
30,100,0,0
0,900,0,-1
30,320,0,0
0,20,0,0
0,180,0,1
0,180,10,-1
90,160,0,0
0,0,0,-1
150,3060,180,1
30,1800,30,0
0,20,0,0
30,2360,10,0
30,1420,20,0
180,880,20,-1
0,140,10,1
90,500,0,0
60,1240,0,1
0,3980,0,0
60,160,0,1
0,200,0,0
60,1700,0,0
0,100,0,1
60,580,10,0
60,200,10,-1
0,120,0,0
30,1180,0,1
3660,10220,60,-1
30,400,20,0
30,140,10,1
30,140,0,1
30,7420,20,0
0,2440,70,0
270,4360,40,1
0,4760,30,-1
30,400,20,1
30,480,20,0
30,1040,20,1
0,1440,110,-1
0,20,0,0
0,20,0,0
0,20,0,0
570,3440,40,0
180,4640,0,-1
0,700,0,0
0,400,0,1
30,960,10,-1
0,120,0,1
0,140,0,1
90,200,20,0
90,700,20,1
90,1500,0,0
30,280,10,0
30,140,0,1
0,180,0,0
0,200,0,0
120,1440,40,-1
30,140,0,0
0,6020,0,1
0,800,0,0
0,40,0,-1
0,180,10,-1
330,2880,0,1
0,40,0,-1
2010,10700,70,-1
0,60,0,1
1920,6100,20,0
0,1160,0,1
30,940,0,1
30,40,0,0
0,100,0,0
60,540,10,0
60,4980,0,1
30,160,10,-1
30,2020,0,-1
1830,5680,20,1
30,9020,20,0
0,160,0,1
0,140,0,1
0,260,10,0
30,12640,0,0
240,11060,20,0
210,1140,20,-1
0,120,0,-1
60,220,0,1
270,2980,20,-1
1860,6200,0,1
0,5200,0,-1
1920,12980,30,1
0,220,0,0
0,140,0,1
240,1080,20,0
0,80,0,1
0,160,20,-1
60,780,20,0
1860,5320,0,0
180,7520,60,0
0,260,0,0
0,180,0,0
0,3900,0,1
0,200,0,1
90,180,10,1
60,140,0,1
30,1240,0,0
0,1540,60,-1
30,200,0,0
0,1140,0,0
60,4940,40,1
30,160,0,1
0,20,0,0
0,320,0,0
90,2480,60,0
30,4020,0,-1
0,1560,0,0
30,60,0,0
0,240,0,0
0,140,10,-1
30,180,20,-1
30,0,0,1
60,340,10,1
60,420,0,1
0,3980,0,-1
150,720,50,1
0,180,0,0
30,340,0,0
0,80,0,-1
30,160,10,-1
30,280,20,-1
120,4740,110,-1
0,4020,0,1
0,280,0,0
0,660,10,-1
30,4760,30,1
180,6580,10,1
0,260,0,1
30,1980,0,0
0,140,0,-1
90,160,10,1
60,2420,40,0
30,2200,20,-1
240,2240,60,0
30,2460,0,0
0,200,0,1
60,880,40,0
0,2840,0,0
0,120,0,0
0,160,0,0
60,200,0,1
60,1100,0,0
30,40,0,0
2280,10520,40,1
180,1800,0,0
0,80,0,1
30,520,0,-1
30,2740,50,0
30,10300,20,-1
0,260,10,1
0,7980,0,0
1800,5120,0,-1
30,1060,0,0
30,120,0,1
210,11920,30,-1
540,540,0,1
0,180,0,1
30,4680,0,1
0,60,0,1
30,260,10,0
1920,7260,20,1
0,200,0,0
0,3080,0,-1
0,4600,0,0
90,140,0,1
60,140,10,0
0,240,0,0
150,9040,0,1
60,200,0,1
0,0,0,1
0,160,0,0
0,260,0,0
0,240,0,1
0,40,0,0
0,6820,0,1
570,700,0,0
0,6100,30,-1
30,60,0,1
90,3400,0,0
0,2100,0,-1
270,6760,20,-1
0,200,0,1
0,200,0,0
1980,17900,40,1
0,200,0,1
30,1820,20,0
0,20,0,1
0,4920,0,1
30,180,0,0
0,100,0,1
0,260,0,1
90,40,0,1
0,900,0,0
0,120,0,0
0,9720,60,0
30,2740,70,-1
30,20,0,-1
0,180,0,0
30,280,20,0
120,2400,0,-1
30,4180,20,0
30,2960,10,1
60,360,0,0
0,5420,0,0
30,440,20,1
0,660,0,1
0,220,0,1
30,1120,10,0
0,120,0,0
30,540,0,-1
0,6220,10,1
120,1720,0,0
30,120,0,1
30,260,0,-1
150,1160,40,1
180,9440,20,0
30,2800,20,1
30,160,0,0
0,180,0,0
360,1300,60,0
0,180,0,0
300,1860,30,0
30,200,0,1
90,1300,0,0
0,11100,70,-1
30,2720,20,0
0,340,30,0
60,4320,0,1
0,180,0,1
0,240,0,1
0,100,0,1
0,1140,0,1
1920,6360,80,0
0,0,0,0
30,1120,0,1
0,300,0,-1
60,500,20,1
0,40,0,-1
0,0,0,-1
0,3340,0,0
0,200,0,0
30,60,0,1
30,340,20,1
30,1300,0,0
0,20,0,-1
90,2900,20,0
60,3760,10,-1
0,880,0,0
0,240,10,0
0,160,0,0
0,0,0,0
0,1120,0,0
90,6300,170,1
0,1580,10,1
0,140,10,-1
60,940,90,1
30,500,0,1
90,280,20,0
30,1160,30,-1
0,760,0,0
0,1380,0,-1
0,200,0,0
30,220,10,0
0,240,20,-1
120,4980,30,1
2220,12480,20,0
60,1580,0,0
60,4960,0,1
60,2260,0,-1
0,2520,0,1
0,280,0,1
0,420,0,-1
30,1280,0,0
90,4960,20,1
0,220,0,0
870,2600,70,-1
0,5680,0,0
0,40,0,1
0,2680,0,0
30,60,0,1
30,220,0,0
120,3560,20,-1
30,760,20,0
0,100,10,0
30,140,10,1
0,10200,0,-1
0,280,0,1
0,40,0,0
0,340,0,0
330,25180,50,-1
0,2380,0,0
0,700,0,1
0,60,0,1
0,6100,0,-1
30,9260,30,1
0,300,10,0
1620,4380,30,-1
0,220,0,0
240,7560,0,1
0,380,10,0
30,20,0,1
1980,18540,50,1
0,140,0,1
0,140,10,0
30,320,30,0
0,240,0,0
1920,7280,0,1
0,860,0,0
0,40,0,1
0,140,0,0
30,1640,20,-1
0,0,0,0
0,160,0,0
30,1240,20,1
0,280,20,0
0,380,0,0
0,2060,0,-1
30,640,10,0
0,4460,20,-1
30,3560,20,1
0,3560,20,0
30,260,0,0
60,200,0,1
30,2900,20,1
30,140,0,1
0,180,0,0
1800,10740,60,1
120,2400,20,1
30,1740,20,0
0,160,0,0
30,180,0,0
30,60,0,1
30,260,0,1
30,5000,20,1
30,120,0,-1
180,180,0,0
600,15460,200,0
0,180,10,-1
180,1460,10,-1
0,120,0,0
0,20,0,0
90,720,20,1
0,20,0,0
0,200,0,0
0,7240,0,1
0,2540,60,0
0,0,0,0
30,120,0,1
0,0,0,0
390,2900,20,-1
240,560,40,0
60,240,0,1
270,2660,40,1
30,100,0,0
870,2440,20,0
30,300,0,0
0,260,0,0
30,3660,20,0
0,220,0,1
120,13600,60,1
0,120,0,0
30,100,0,0
480,1440,20,-1
30,80,0,1
0,0,0,0
0,540,170,-1
120,1200,10,-1
30,240,0,-1
90,5080,0,0
0,3360,0,-1
30,540,20,0
0,3440,0,1
0,0,0,0
0,0,0,1
0,220,0,0
30,100,0,-1
60,2920,80,1
0,120,0,1
0,2540,30,-1
30,3760,20,0
120,600,0,0
120,480,20,1
0,660,0,0
0,500,0,-1
0,300,0,0
30,420,20,1
0,220,0,-1
30,2600,20,0
30,2360,0,-1
0,0,0,0
0,520,0,0
30,120,0,1
0,1940,0,-1
0,5160,0,0
3870,18260,40,-1
0,0,0,0
0,0,0,0
60,240,0,1
30,1500,0,1
0,3340,0,0
0,160,0,0
90,1380,40,0
120,8000,20,1
0,60,0,-1
0,280,0,-1
0,100,0,0
0,7580,0,-1
30,240,10,1
180,900,20,-1
60,160,0,1
90,340,0,1
270,1180,40,0
0,280,0,0
0,1060,0,0
0,4080,0,-1
0,80,0,0
0,1240,0,1
120,5980,0,1
30,280,10,0
0,760,0,1
0,200,0,0
30,1060,0,-1
0,80,0,1
30,140,0,1
30,500,0,1
0,160,0,1
60,1560,80,-1
60,280,0,-1
0,3820,0,0
30,240,0,1
0,9780,10,1
30,120,0,1
0,4200,0,1
0,300,0,0
0,60,0,1
0,20,10,0
0,20,0,1
0,0,0,1
0,780,0,0
0,220,0,1
150,3880,30,-1
2220,9060,60,0
0,300,0,0
0,120,0,1
0,1880,0,1
30,20,0,1
180,9640,60,1
1800,13200,0,-1
90,4540,80,1
0,420,0,0
30,200,0,1
180,1000,0,-1
150,1580,40,-1
0,6080,0,0
0,200,0,1
0,0,0,0
90,0,0,1
0,520,0,0
120,480,20,0
30,60,0,1
120,100,0,-1
30,220,0,0
60,1260,10,-1
90,2780,0,0
0,560,0,1
30,60,10,-1
0,200,0,0
1950,8720,20,-1
150,160,10,1
180,1440,20,1
60,7660,20,0
0,40,0,1
120,1300,0,-1
240,2240,20,1
30,60,0,-1
0,280,0,1
30,180,0,0
180,180,0,0
0,1320,0,-1
0,960,0,1
0,120,0,0
0,1320,20,0
90,100,0,1
0,360,0,-1
150,4420,20,-1
0,300,0,-1
0,140,0,0
0,160,0,0
0,4120,0,0
0,0,0,0
0,180,0,1
90,600,20,0
0,5100,0,1
30,80,0,-1
30,5440,20,0
30,1400,0,1
30,10880,20,-1
150,820,0,0
0,40,0,1
0,280,0,0
60,1740,20,1
0,40,0,1
0,3860,0,0
120,3040,20,0
0,40,0,1
150,3400,0,0
150,1100,0,0
30,1780,30,1
60,6400,20,-1
60,520,10,0
0,5880,0,0
60,640,10,0
120,1460,0,-1
0,4940,0,1
60,7760,40,-1
0,40,0,0
0,1300,0,0
30,60,0,0
0,160,20,0
0,0,0,0
0,60,0,0
30,0,0,1
0,320,0,0
90,1200,10,0
0,200,0,0
30,40,20,1
120,2140,0,0
0,6400,10,0
0,260,0,-1
30,640,20,-1
0,560,0,-1
30,180,0,1
60,100,10,0
270,7760,0,-1
0,140,10,1
120,2820,0,1
1800,4860,0,-1
210,1260,10,-1
60,3960,20,0
0,140,0,0
30,160,0,0
0,160,0,-1
0,6260,10,0
90,3640,50,1
0,4740,0,0
30,60,0,1
0,120,0,1
1920,11700,0,-1
0,1000,0,-1
120,4800,0,0
0,180,0,1
0,900,10,0
60,1720,40,0
210,2700,90,-1
30,7500,20,1
0,120,10,-1
0,0,0,0
60,3520,40,-1
0,140,0,0
60,40,0,1
30,4060,0,1
0,20,0,0
30,6880,40,1
30,2600,10,1
30,160,0,1
2010,6740,20,0
30,2820,20,-1
0,180,0,1
0,620,0,1
0,180,0,1
0,580,10,0
0,180,0,0
0,400,0,1
0,1140,0,1
60,1520,0,1
0,200,10,-1
0,420,0,0
0,180,10,0
60,480,20,0
30,380,0,1
1980,38580,100,-1
0,340,0,1
0,1120,0,0
0,220,0,-1
0,80,0,0
0,2240,10,1
120,920,30,1
60,9860,40,0
0,1760,0,0
180,8340,10,1
1950,6480,40,0
0,120,0,1
210,11360,50,-1
2550,22360,170,0
150,8300,60,1
0,20,0,1
150,5960,0,-1
0,1420,0,1
30,5460,30,1
0,1300,0,1
0,180,0,1
0,1500,0,1
2160,16500,40,1
60,4920,20,1
0,160,0,0
0,220,0,0
30,1480,80,-1
60,2380,20,0
30,220,20,-1
120,640,0,-1
30,3000,0,0
30,300,30,0
0,300,0,0
2460,13500,30,1
60,220,0,1
0,60,0,0
30,20,0,0
30,60,0,1
0,4400,0,0
0,60,0,-1
30,2520,10,1
0,0,0,1
180,6460,150,0
60,2600,0,1
60,140,10,1
0,20,0,1
0,360,0,0
30,40,20,0
30,2720,20,0
0,1320,0,1
90,3240,10,1
30,160,0,0
30,200,0,1
60,420,0,0
0,160,0,1
30,500,10,-1
0,5580,0,1
390,15260,20,1
0,240,0,1
60,500,20,0
540,6420,0,1
0,20,0,1
30,5100,10,-1
60,100,10,1
0,3220,0,0
60,120,0,1
0,3900,0,1
240,8420,170,0
0,120,0,0
0,180,0,-1
0,0,0,-1
30,280,0,1
1830,5980,0,0
0,1080,0,-1
150,700,20,0
30,23700,0,-1
60,1580,10,-1
30,260,0,-1
0,0,0,0
0,4720,0,-1
180,4480,120,-1
0,160,0,-1
30,10580,20,0
510,1460,100,0
360,13340,0,1
0,160,0,0
3870,19220,70,1
0,340,0,-1
30,180,0,1
0,2000,20,0
0,200,0,1
0,2600,10,0
0,260,0,0
0,200,0,-1
30,120,0,1
0,40,0,0
0,1560,110,-1
90,2220,0,-1
30,240,0,0
60,280,0,1
60,4760,50,0
90,9280,40,-1
30,2700,20,1
210,460,20,1
0,180,0,0
30,680,0,0
0,3280,0,0
60,300,10,0
30,4540,0,0
30,80,0,1
150,5200,100,-1
60,160,0,1
0,40,0,0
0,5360,0,0
30,240,0,0
60,1920,10,-1
0,2160,0,0
180,6480,0,-1
60,900,0,1
0,4500,0,0
0,500,0,0
0,1900,0,1
1860,13800,20,1
60,29140,40,0
0,160,20,-1
570,840,20,1
0,40,0,0
0,200,0,1
30,160,0,0
30,1980,30,0
0,220,0,0
30,400,0,-1
0,2580,0,1
0,580,0,0
0,380,0,0
60,2140,110,0
960,11220,0,0
180,3500,0,0
0,200,0,1
30,5340,0,-1
0,8220,0,0
0,0,0,1
0,980,0,0
30,2520,10,0
3690,10160,0,-1
0,260,0,-1
0,320,0,0
0,60,0,0
0,640,0,1
30,280,20,1
30,140,0,1
180,1180,40,0
0,1080,0,-1
30,180,0,1
0,100,10,0
0,1140,0,-1
150,1200,10,-1
0,100,0,0
1320,5940,180,0
0,5920,0,1
120,3220,0,-1
0,100,0,0
90,1020,0,0
0,1200,0,-1
0,0,0,0
0,940,0,-1
30,220,0,1
30,480,0,-1
0,40,0,1
0,180,0,0
60,1300,30,1
60,1160,0,0
210,3380,0,-1
180,1260,0,1
0,2940,0,1
0,100,0,0
30,800,20,0
60,200,0,1
450,1760,0,-1
0,40,0,1
30,340,10,-1
0,1760,0,0
60,100,10,0
30,1340,0,1
30,20,0,1
0,280,0,0
30,40,20,-1
0,200,0,1
0,100,10,-1
60,100,10,0
0,220,0,1
0,140,0,0
60,100,10,0
150,4700,0,0
180,1440,0,-1
0,200,0,0
60,1260,20,1
30,20,0,1
30,780,0,1
0,40,0,1
210,720,10,-1
30,6520,0,0
0,2580,0,-1
600,640,10,0
30,100,0,1
120,140,0,1
0,160,10,0
90,420,0,1
0,60,0,1
30,1960,30,-1
0,200,0,1
0,1020,0,-1
1800,5100,10,1
0,1540,0,-1
0,20,0,1
0,200,0,0
30,2480,0,1
60,280,0,1
930,2420,20,1
120,1440,0,1
30,20,0,0
30,400,10,0
150,3900,10,1
0,7300,0,0
30,700,0,0
0,40,0,0
30,1840,0,1
60,540,20,0
0,5260,60,0
0,80,0,0
60,13400,0,0
150,2000,30,1
0,1280,0,0
0,160,0,-1
0,20,10,-1
30,3640,0,0
60,3260,0,-1
1830,12020,0,1
0,5400,0,0
30,960,0,0
0,1540,20,1
90,1460,0,0
240,2000,20,-1
60,0,0,1
30,360,0,0
30,1280,0,0
0,220,0,0
180,7140,40,-1
30,660,20,0
0,1300,20,0
1800,10980,0,-1
390,540,70,0
0,200,0,1
510,5120,170,0
0,540,0,1
0,340,10,0
0,540,0,0
0,20,0,0
0,900,0,1
0,1820,0,0
30,520,10,1
0,120,0,0
930,1160,20,0
60,4340,20,0
0,180,0,0
0,4060,0,1
0,260,0,0
390,620,70,-1
120,3240,110,1
0,3200,0,0
120,2280,40,1
0,200,0,1
0,20,0,-1
30,120,0,1
0,140,0,0
30,180,0,0
30,240,10,0
60,1720,20,-1
0,240,0,-1
0,140,0,0
0,40,0,1
0,560,0,1
0,2020,20,0
0,5740,10,-1
30,1260,20,0
30,140,0,1
180,200,0,0
90,80,10,0
0,4620,20,1
0,160,10,0
1830,5120,0,1
60,8780,90,1
30,260,20,-1
0,100,0,0
0,3880,0,-1
30,600,20,1
30,80,10,1
0,60,0,1
60,100,10,0
90,4620,0,1
120,3460,0,0
840,2220,0,-1
30,80,0,1
450,600,0,1
0,1340,0,1
90,3360,20,0
270,720,50,1
90,5620,0,1
0,60,0,-1
30,160,0,1
0,160,0,1
0,240,0,-1
150,4440,100,0
0,1560,0,-1
90,1640,0,-1
30,1360,10,-1
30,240,0,1
0,1540,0,1
30,200,0,0
30,1080,20,-1
0,200,0,-1
90,1580,50,0
0,480,20,0
180,2140,0,-1
0,160,0,1
30,200,0,0
30,120,10,0
0,140,0,1
0,220,0,0
0,0,0,0
0,160,0,-1
0,800,0,-1
0,1240,0,1
30,660,30,0
0,180,0,-1
60,80,0,1
0,20,0,-1
0,20,0,1
0,0,0,0
30,420,20,1
0,440,0,0
0,120,0,1
0,220,0,0
0,1840,0,0
0,0,0,0
0,3780,0,0
0,1900,10,-1
30,20,0,-1
0,480,0,0
30,260,10,-1
60,2520,20,-1
510,3560,20,-1
0,80,0,0
0,200,0,-1
30,1060,10,0
0,220,0,1
0,1600,0,-1
30,340,0,1
30,1220,0,0
0,3900,0,1
0,1400,10,1
0,1600,0,0
120,740,0,0
30,100,20,-1
270,1540,10,-1
60,100,10,0
0,0,0,0
0,1620,0,0
30,5960,0,-1
150,7600,0,0
0,60,0,0
0,60,0,0
1890,6140,170,0
0,160,10,-1
90,500,30,-1
0,0,0,-1
0,260,0,0
0,140,0,0
0,2740,0,1
180,14560,10,-1
0,1620,0,0
210,1160,0,0
0,2940,0,0
0,0,0,0
60,240,0,0
0,880,130,0
0,60,0,-1
0,0,0,0
0,140,0,0
90,2000,30,0
0,20,0,1
0,280,0,1
0,300,0,0
30,140,0,0
60,20,0,1
30,160,0,1
0,140,0,0
30,180,0,0
60,2220,10,0
540,7320,120,-1
0,240,0,0
0,120,10,-1
60,220,0,1
0,160,0,0
0,0,0,0
60,680,30,1
90,8240,0,1
0,80,0,-1
0,220,0,0
0,1600,0,0
30,15540,0,1
0,3620,0,0
0,20,0,-1
30,120,0,0
300,880,70,0
0,300,0,-1
240,4700,470,1
0,40,0,0
30,1100,0,1
120,6100,70,-1
390,3540,40,0
30,1560,40,1
0,440,0,0
30,4100,0,0
60,3520,20,1
30,1800,20,1
0,3900,0,0
0,140,0,1
1830,9040,20,-1
0,60,0,0
60,1860,40,0
90,1100,60,1
90,820,40,1
0,100,0,1
30,140,20,0
180,2500,0,0
60,2620,20,-1
0,280,0,0
0,760,20,1
90,4960,20,0
0,80,0,0
0,1720,0,0
60,180,10,-1
0,3000,0,0
1920,12300,60,0
30,1420,20,1
60,4360,20,-1
30,460,20,1
60,160,0,1
60,440,20,1
30,120,10,-1
0,180,0,0
60,1460,50,0
150,5780,20,-1
0,0,0,1
0,980,20,-1
0,60,10,-1
0,180,0,0
0,140,0,0
30,1380,40,-1
0,0,0,1
390,1300,70,-1
90,260,0,1
0,140,0,-1
30,420,20,1
30,240,0,1
180,1840,0,0
330,12440,60,1
60,200,0,0
0,80,0,0
60,240,0,1
30,180,0,0
30,60,0,1
30,220,0,1
240,5640,20,0
1980,13080,20,1
0,280,0,0
390,7100,80,-1
0,0,0,-1
90,2160,10,0
60,960,10,-1
30,100,0,0
0,1720,0,0
0,100,10,0
60,100,0,1
0,180,0,1
